customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,senior_citizen,partner,dependents,tech_support,online_security,paperless_billing,churn
CUST-05977,68,87.41,5804.17,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No
CUST-05978,12,72.96,845.47,Month-to-month,DSL,Electronic check,1,No,No,Yes,No,No,Yes
CUST-05979,15,86.28,1296.38,Month-to-month,DSL,Credit card,0,No,No,Yes,No,Yes,Yes
CUST-05980,44,41.52,1792.11,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,No,No
CUST-05981,44,78.79,3459.62,Month-to-month,Fiber optic,Mailed check,1,No,No,No,Yes,Yes,Yes
CUST-05982,57,75.13,4443.33,Month-to-month,No,Mailed check,0,No,Yes,No,Yes,Yes,Yes
CUST-05983,67,73.48,4811.07,Month-to-month,No,Credit card,0,No,No,No,No,No,No
CUST-05984,60,52.92,3154.2,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,No,No,No
CUST-05985,11,99.73,1237.56,Month-to-month,No,Electronic check,1,No,No,Yes,Yes,Yes,No
CUST-05986,23,121.26,2961.1,Month-to-month,Fiber optic,Mailed check,1,No,Yes,No,Yes,Yes,Yes
CUST-05987,66,42.24,2821.73,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,No,Yes,No
CUST-05988,40,88.01,3339.47,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No
CUST-05989,63,20.0,1338.66,Month-to-month,DSL,Credit card,0,No,No,No,No,No,No
CUST-05990,41,86.72,3639.9,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No,Yes,Yes
CUST-05991,4,23.25,128.63,Two year,Fiber optic,Bank transfer,1,Yes,Yes,No,No,No,No
CUST-05992,35,56.88,1948.55,Month-to-month,No,Electronic check,0,Yes,Yes,No,No,No,Yes
CUST-05993,60,37.17,2158.86,One year,DSL,Mailed check,0,Yes,Yes,No,Yes,No,No
CUST-05994,48,64.61,3194.53,Month-to-month,DSL,Electronic check,0,Yes,Yes,No,No,No,Yes
CUST-05995,10,90.97,952.02,Month-to-month,Fiber optic,Mailed check,1,No,No,No,Yes,Yes,Yes
CUST-05996,16,23.57,488.14,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,No,Yes,No
CUST-05997,62,61.01,3757.04,One year,No,Electronic check,0,Yes,No,No,No,Yes,No
CUST-05998,71,57.17,4106.89,Two year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,No
CUST-05999,55,109.53,5919.7,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,Yes,Yes,No
CUST-06000,8,80.79,802.39,Month-to-month,Fiber optic,Electronic check,1,Yes,No,No,Yes,No,Yes
CUST-06001,45,40.57,2005.51,One year,Fiber optic,Credit card,0,No,Yes,No,No,Yes,No
CUST-06002,60,58.22,3491.48,Month-to-month,DSL,Electronic check,0,Yes,Yes,No,Yes,Yes,No
CUST-06003,47,108.9,4939.58,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,Yes,Yes,No,Yes
CUST-06004,43,87.86,3900.69,Two year,DSL,Credit card,0,Yes,No,No,No,Yes,No
CUST-06005,34,47.04,1807.35,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,No,Yes
CUST-06006,18,63.32,1106.67,One year,Fiber optic,Mailed check,1,Yes,No,No,Yes,Yes,No
CUST-06007,21,64.12,1312.22,Month-to-month,DSL,Mailed check,1,Yes,Yes,Yes,No,No,Yes
CUST-06008,54,56.55,3019.75,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,No,No
CUST-06009,6,27.24,135.49,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No
CUST-06010,7,53.06,482.62,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes
CUST-06011,29,104.73,3088.2,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,No,No,Yes
CUST-06012,56,60.47,3279.49,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,No,Yes,No,Yes
CUST-06013,48,67.42,3208.69,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,Yes,Yes
CUST-06014,43,73.51,3191.24,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,No,Yes,Yes
CUST-06015,39,125.45,4829.5,Month-to-month,DSL,Mailed check,0,No,No,No,Yes,Yes,No
CUST-06016,8,70.22,605.72,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,No,No,No
CUST-06017,24,97.35,2348.73,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,Yes,Yes
CUST-06018,6,55.05,441.96,One year,Fiber optic,Bank transfer,0,No,No,No,No,Yes,No
CUST-06019,55,63.52,3568.61,Month-to-month,No,Electronic check,0,Yes,Yes,No,No,No,No
CUST-06020,55,70.31,3822.22,Two year,DSL,Mailed check,0,No,No,Yes,No,No,No
CUST-06021,19,50.65,966.56,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,No,No,No,Yes
CUST-06022,22,64.91,1351.34,Month-to-month,Fiber optic,Mailed check,1,No,Yes,No,No,No,Yes
CUST-06023,23,92.2,2327.02,Two year,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,Yes
CUST-06024,65,49.99,3317.36,Two year,No,Mailed check,0,No,No,No,No,No,No
CUST-06025,36,70.0,2380.71,Month-to-month,DSL,Credit card,0,No,Yes,Yes,Yes,Yes,Yes
CUST-06026,55,87.72,4800.93,Month-to-month,Fiber optic,Bank transfer,1,No,Yes,No,No,No,Yes
CUST-06027,33,49.39,1467.22,Two year,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-06028,51,97.39,4924.11,Month-to-month,Fiber optic,Bank transfer,1,Yes,No,No,Yes,Yes,No
CUST-06029,39,71.82,2808.73,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,No,Yes,Yes,No
CUST-06030,21,65.87,1469.49,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,No,No
CUST-06031,64,20.0,1380.38,Two year,DSL,Credit card,0,Yes,No,No,No,No,No
CUST-06032,52,60.66,3017.33,One year,Fiber optic,Credit card,0,No,No,No,Yes,Yes,No
CUST-06033,56,79.29,4457.8,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No,Yes,Yes
CUST-06034,69,113.63,7872.78,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,No,Yes
CUST-06035,18,84.2,1524.12,Month-to-month,DSL,Electronic check,0,Yes,No,No,No,Yes,No
CUST-06036,7,98.16,536.65,One year,No,Bank transfer,0,No,No,Yes,Yes,No,Yes
CUST-06037,42,39.77,1588.99,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,No,No,Yes
CUST-06038,24,66.83,1585.32,One year,DSL,Electronic check,0,Yes,Yes,No,No,Yes,No
CUST-06039,32,100.52,3293.98,Month-to-month,DSL,Mailed check,0,Yes,Yes,No,No,No,Yes
CUST-06040,17,47.81,719.75,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,No,Yes,Yes
CUST-06041,29,94.13,2674.12,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,Yes,Yes
CUST-06042,29,88.33,2535.25,Two year,Fiber optic,Bank transfer,1,Yes,No,No,No,Yes,Yes
CUST-06043,26,76.87,1835.07,Month-to-month,No,Electronic check,0,No,No,No,No,No,Yes
CUST-06044,54,61.78,3296.73,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,No,Yes,Yes
CUST-06045,43,45.34,1987.65,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes
CUST-06046,35,114.38,3905.7,One year,Fiber optic,Credit card,0,No,Yes,No,Yes,No,No
CUST-06047,9,85.8,723.64,One year,DSL,Mailed check,0,No,No,Yes,No,Yes,Yes
CUST-06048,42,78.52,3238.42,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,No,Yes,No
CUST-06049,13,59.68,839.46,Month-to-month,Fiber optic,Mailed check,0,No,No,No,No,No,Yes
CUST-06050,23,70.95,1465.31,One year,DSL,Credit card,0,Yes,Yes,No,No,No,No
CUST-06051,30,74.12,2167.2,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,No,No
CUST-06052,11,80.0,1031.81,Month-to-month,DSL,Credit card,0,No,Yes,No,Yes,Yes,No
CUST-06053,29,88.36,2673.94,Month-to-month,DSL,Bank transfer,0,No,No,No,No,No,Yes
CUST-06054,20,50.44,1113.06,Month-to-month,DSL,Credit card,0,Yes,No,Yes,No,Yes,Yes
CUST-06055,62,33.34,2202.71,Two year,DSL,Electronic check,0,Yes,Yes,No,No,Yes,No
CUST-06056,62,72.11,4373.55,One year,No,Mailed check,0,No,No,No,No,Yes,No
CUST-06057,1,26.32,153.26,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,Yes,No,Yes
CUST-06058,44,61.91,2514.03,Two year,Fiber optic,Electronic check,0,No,Yes,No,No,Yes,No
CUST-06059,47,57.27,2635.77,Month-to-month,DSL,Electronic check,1,Yes,No,No,No,Yes,No
CUST-06060,28,82.29,2366.55,Two year,DSL,Bank transfer,1,No,No,No,Yes,No,No
CUST-06061,34,119.56,4084.2,Month-to-month,No,Mailed check,0,Yes,No,Yes,No,Yes,No
CUST-06062,57,21.39,1240.97,Two year,Fiber optic,Mailed check,1,Yes,No,No,No,Yes,No
CUST-06063,28,126.85,3454.82,Two year,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,Yes,No
CUST-06064,5,64.17,37.69,Two year,Fiber optic,Credit card,0,No,No,Yes,No,Yes,Yes
CUST-06065,27,78.7,2162.69,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,Yes,No
CUST-06066,19,34.63,758.43,Two year,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,No
CUST-06067,28,94.92,2668.06,One year,DSL,Bank transfer,0,Yes,Yes,No,No,Yes,No
CUST-06068,17,71.04,1231.51,Month-to-month,Fiber optic,Credit card,1,No,No,No,No,No,Yes
CUST-06069,11,68.46,789.33,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,Yes,Yes
CUST-06070,71,21.57,1445.86,One year,Fiber optic,Electronic check,0,No,No,No,No,No,No
CUST-06071,10,71.84,702.14,Two year,DSL,Bank transfer,0,Yes,Yes,No,No,No,No
CUST-06072,51,91.15,4528.65,One year,Fiber optic,Credit card,0,Yes,No,Yes,No,No,No
CUST-06073,52,64.09,3434.39,Month-to-month,Fiber optic,Electronic check,0,No,Yes,Yes,No,No,No
CUST-06074,45,99.35,4237.95,One year,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-06075,66,98.32,6461.2,Month-to-month,No,Credit card,0,Yes,Yes,No,No,No,No
CUST-06076,1,53.97,226.52,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,Yes,Yes
CUST-06077,22,109.88,2463.53,One year,No,Mailed check,0,No,No,No,No,Yes,No
CUST-06078,14,71.13,880.96,One year,Fiber optic,Bank transfer,0,Yes,Yes,No,No,Yes,Yes
CUST-06079,42,71.24,3034.06,One year,No,Bank transfer,0,No,Yes,No,No,No,No
CUST-06080,46,72.47,3413.29,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,Yes
CUST-06081,65,71.73,4678.27,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No
CUST-06082,28,20.0,616.28,One year,Fiber optic,Credit card,0,Yes,No,No,No,No,No
CUST-06083,17,65.36,987.3,Month-to-month,Fiber optic,Mailed check,1,Yes,No,No,No,No,No
CUST-06084,67,35.9,2335.25,Two year,Fiber optic,Bank transfer,1,Yes,No,No,Yes,No,No
CUST-06085,49,110.66,5455.1,Two year,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No
CUST-06086,56,109.65,6107.42,Two year,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-06087,33,91.3,2968.08,Two year,Fiber optic,Mailed check,0,No,No,No,No,Yes,No
CUST-06088,33,64.04,2010.93,Month-to-month,DSL,Mailed check,0,No,No,Yes,No,Yes,No
CUST-06089,29,44.8,1438.24,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,No
CUST-06090,54,53.56,2901.52,Two year,Fiber optic,Bank transfer,0,Yes,Yes,No,No,Yes,No
CUST-06091,16,118.57,1994.12,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,Yes,Yes
CUST-06092,71,52.7,3522.27,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,No,Yes,No
CUST-06093,13,20.0,353.25,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,No,Yes,Yes
CUST-06094,34,95.75,3141.69,Two year,DSL,Credit card,0,Yes,No,Yes,Yes,Yes,No
CUST-06095,23,107.51,2445.04,Month-to-month,DSL,Mailed check,0,Yes,No,No,Yes,No,No
CUST-06096,47,111.48,5258.23,Two year,DSL,Bank transfer,1,No,Yes,No,Yes,Yes,No
CUST-06097,50,95.96,4995.41,Month-to-month,DSL,Bank transfer,0,Yes,No,No,Yes,Yes,No
CUST-06098,67,100.04,6883.82,One year,Fiber optic,Credit card,0,Yes,Yes,No,No,Yes,No
CUST-06099,57,71.32,4058.27,Two year,Fiber optic,Credit card,0,Yes,No,No,No,No,No
CUST-06100,18,20.0,401.98,Month-to-month,No,Credit card,0,Yes,No,Yes,No,Yes,Yes
CUST-06101,15,70.7,1000.22,Month-to-month,DSL,Credit card,0,No,Yes,No,Yes,Yes,No
CUST-06102,64,85.54,5478.54,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,Yes
CUST-06103,36,66.62,2396.09,One year,Fiber optic,Mailed check,1,No,No,No,Yes,No,Yes
CUST-06104,8,65.48,556.02,One year,DSL,Mailed check,0,Yes,No,Yes,Yes,Yes,No
CUST-06105,60,45.9,2697.73,One year,Fiber optic,Credit card,0,Yes,Yes,Yes,No,No,No
CUST-06106,47,44.96,2162.13,Month-to-month,No,Mailed check,0,No,No,No,No,Yes,No
CUST-06107,2,115.95,268.53,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,No,No,Yes,Yes
CUST-06108,57,116.86,6553.68,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No
CUST-06109,44,69.93,3066.26,One year,DSL,Bank transfer,0,No,Yes,Yes,No,Yes,No
CUST-06110,45,77.04,3413.62,Month-to-month,DSL,Electronic check,0,No,No,No,No,Yes,No
CUST-06111,63,45.48,3068.92,Month-to-month,DSL,Credit card,0,No,No,No,Yes,Yes,No
CUST-06112,36,86.06,3226.31,Month-to-month,DSL,Credit card,1,No,Yes,No,No,No,No
CUST-06113,34,113.99,3974.09,Two year,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-06114,45,31.77,1379.9,One year,DSL,Bank transfer,0,No,No,No,Yes,Yes,No
CUST-06115,15,81.6,1408.33,One year,Fiber optic,Mailed check,0,Yes,No,No,No,No,No
CUST-06116,11,83.48,883.88,One year,No,Bank transfer,0,Yes,No,Yes,Yes,Yes,No
CUST-06117,61,83.19,5003.62,Two year,Fiber optic,Bank transfer,0,Yes,Yes,No,No,Yes,No
CUST-06118,16,111.07,2003.81,Month-to-month,DSL,Mailed check,1,No,Yes,No,No,No,Yes
CUST-06119,37,120.9,4540.09,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes
CUST-06120,20,64.16,1204.74,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No,No,Yes
CUST-06121,17,86.83,1437.48,Two year,DSL,Mailed check,0,No,No,No,No,No,No
CUST-06122,44,72.11,3250.7,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,Yes,No
CUST-06123,58,54.2,3113.35,Month-to-month,Fiber optic,Credit card,1,No,No,No,No,Yes,Yes
CUST-06124,32,76.77,2447.79,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No
CUST-06125,10,86.79,1036.08,Month-to-month,DSL,Credit card,0,No,No,No,No,No,Yes
CUST-06126,18,75.42,1291.65,Month-to-month,DSL,Credit card,0,Yes,No,No,No,No,Yes
CUST-06127,12,47.97,529.18,One year,No,Credit card,1,No,Yes,No,Yes,No,No
CUST-06128,64,58.41,4018.05,Two year,No,Bank transfer,0,No,Yes,Yes,No,No,No
CUST-06129,24,58.6,1454.31,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,No,Yes,Yes
CUST-06130,27,48.94,1371.91,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,Yes,Yes
CUST-06131,6,77.84,621.45,Two year,Fiber optic,Credit card,0,Yes,No,No,No,No,No
CUST-06132,33,80.45,2712.92,One year,DSL,Bank transfer,1,No,No,Yes,No,No,No
CUST-06133,66,94.49,6368.99,One year,No,Credit card,0,No,No,Yes,No,Yes,No
CUST-06134,30,48.56,1316.57,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,Yes,Yes
CUST-06135,47,55.56,2661.19,Month-to-month,Fiber optic,Credit card,1,No,Yes,No,No,No,Yes
CUST-06136,14,108.86,1508.22,Month-to-month,DSL,Electronic check,1,No,Yes,No,No,No,Yes
CUST-06137,11,65.89,776.72,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,No,Yes,Yes
CUST-06138,53,70.75,3530.45,Two year,Fiber optic,Electronic check,0,No,No,Yes,No,Yes,Yes
CUST-06139,5,65.62,185.41,One year,Fiber optic,Mailed check,1,No,Yes,No,No,Yes,Yes
CUST-06140,33,98.33,3240.68,Two year,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,No
CUST-06141,23,99.3,2359.21,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,Yes
CUST-06142,2,97.83,65.69,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,Yes,Yes
CUST-06143,39,70.66,2701.48,One year,Fiber optic,Electronic check,0,Yes,No,Yes,No,Yes,No
CUST-06144,70,48.19,3409.55,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,Yes,No
CUST-06145,5,118.13,581.52,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,Yes
CUST-06146,59,91.41,5497.06,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,Yes
CUST-06147,39,58.58,2399.35,Month-to-month,DSL,Electronic check,1,Yes,Yes,No,Yes,Yes,No
CUST-06148,53,105.6,5491.71,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No
CUST-06149,7,56.61,388.29,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,Yes,No
CUST-06150,63,105.27,6579.97,Two year,Fiber optic,Mailed check,0,No,No,No,No,Yes,No
CUST-06151,1,106.96,234.19,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,Yes,No,Yes,Yes
CUST-06152,66,46.96,3190.12,One year,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No
CUST-06153,48,84.54,3965.21,One year,DSL,Electronic check,0,Yes,No,No,No,No,No
CUST-06154,25,89.55,2377.12,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No
CUST-06155,1,130.0,0.0,Month-to-month,DSL,Mailed check,0,No,No,No,No,No,Yes
CUST-06156,44,51.44,2217.93,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No,No
CUST-06157,7,105.81,632.66,Month-to-month,DSL,Credit card,0,Yes,No,No,Yes,Yes,Yes
CUST-06158,44,70.43,3054.47,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,No
CUST-06159,56,38.97,1958.96,Two year,DSL,Credit card,0,No,No,Yes,No,Yes,No
CUST-06160,20,67.0,1339.84,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes
CUST-06161,18,70.06,1089.71,Month-to-month,DSL,Mailed check,0,Yes,No,No,No,Yes,No
CUST-06162,16,43.53,648.33,Two year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No
CUST-06163,17,77.8,1438.33,One year,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No
CUST-06164,9,93.95,861.72,One year,Fiber optic,Mailed check,0,No,Yes,Yes,No,No,No
CUST-06165,18,75.96,1590.51,Month-to-month,DSL,Bank transfer,0,Yes,No,No,No,No,Yes
CUST-06166,48,56.45,2817.88,Two year,Fiber optic,Bank transfer,0,Yes,Yes,No,No,Yes,No
CUST-06167,22,66.29,1563.8,One year,DSL,Electronic check,0,Yes,Yes,No,No,Yes,No
CUST-06168,57,69.89,3928.65,One year,No,Credit card,0,Yes,No,No,No,No,No
CUST-06169,59,75.43,4423.04,One year,Fiber optic,Mailed check,0,Yes,Yes,No,Yes,Yes,No
CUST-06170,55,97.75,5429.08,Month-to-month,Fiber optic,Bank transfer,1,No,No,Yes,Yes,Yes,No
CUST-06171,39,76.8,2945.14,Two year,DSL,Electronic check,0,Yes,Yes,Yes,No,Yes,No
CUST-06172,23,34.93,804.93,Two year,DSL,Credit card,0,No,No,No,No,Yes,No
CUST-06173,67,55.94,3861.31,One year,Fiber optic,Credit card,0,Yes,No,No,Yes,Yes,No
CUST-06174,15,74.15,1126.53,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,No,Yes,Yes
CUST-06175,34,98.1,3190.69,One year,Fiber optic,Electronic check,0,No,No,No,No,Yes,No
CUST-06176,33,102.45,3450.05,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,No,No,No
CUST-06177,54,114.37,6133.65,One year,DSL,Mailed check,0,Yes,No,Yes,No,No,No
CUST-06178,40,73.27,2878.03,Month-to-month,No,Bank transfer,0,Yes,No,No,Yes,No,No
CUST-06179,58,89.08,5409.56,Two year,Fiber optic,Bank transfer,0,No,No,No,No,Yes,No
CUST-06180,67,33.64,2268.83,Two year,No,Credit card,0,Yes,Yes,No,No,Yes,No
CUST-06181,29,80.75,2551.63,Month-to-month,Fiber optic,Credit card,0,No,No,No,No,No,Yes
CUST-06182,63,43.12,2641.76,One year,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No
CUST-06183,13,68.44,822.97,Two year,Fiber optic,Electronic check,0,No,No,No,No,Yes,No
CUST-06184,66,130.0,8532.76,Month-to-month,No,Mailed check,0,No,Yes,Yes,Yes,Yes,No
CUST-06185,13,77.59,998.86,Month-to-month,DSL,Mailed check,0,Yes,Yes,No,No,No,No
CUST-06186,62,48.4,2971.2,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,No,No
CUST-06187,29,80.19,2226.7,Two year,Fiber optic,Mailed check,0,No,Yes,No,No,Yes,Yes
CUST-06188,70,57.07,4089.48,Month-to-month,DSL,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-06189,10,45.98,469.96,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,No,Yes,Yes
CUST-06190,34,122.58,4252.31,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,No,No,Yes,Yes
CUST-06191,65,96.67,6316.08,Month-to-month,No,Bank transfer,0,Yes,Yes,No,No,No,Yes
CUST-06192,4,78.64,570.59,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,No,Yes,Yes
CUST-06193,20,60.2,1219.39,One year,No,Bank transfer,0,Yes,No,Yes,No,Yes,No
CUST-06194,7,62.23,534.16,Month-to-month,DSL,Bank transfer,0,No,Yes,No,No,Yes,No
CUST-06195,24,108.56,2735.65,One year,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,No
CUST-06196,29,77.66,2136.29,One year,DSL,Mailed check,0,No,No,No,Yes,Yes,No
CUST-06197,45,20.0,795.49,Two year,Fiber optic,Electronic check,1,No,No,No,Yes,No,No
CUST-06198,19,130.0,2371.06,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,Yes,No,Yes,Yes
CUST-06199,12,74.58,858.83,One year,DSL,Electronic check,1,No,No,Yes,Yes,Yes,No
CUST-06200,13,78.58,992.0,One year,Fiber optic,Credit card,0,Yes,No,Yes,No,No,Yes
CUST-06201,68,97.17,6631.9,Month-to-month,Fiber optic,Credit card,1,Yes,No,No,Yes,Yes,Yes
CUST-06202,69,81.64,5793.23,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,No,Yes,No
CUST-06203,16,88.67,1259.86,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,Yes
CUST-06204,15,59.41,737.58,One year,Fiber optic,Bank transfer,0,Yes,No,No,No,Yes,Yes
CUST-06205,4,39.26,99.93,Month-to-month,No,Mailed check,0,Yes,No,No,Yes,Yes,Yes
CUST-06206,70,77.01,5293.68,Two year,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,No
CUST-06207,51,105.79,5245.35,Two year,No,Bank transfer,0,No,No,No,No,Yes,No
CUST-06208,55,53.8,2926.18,One year,No,Credit card,1,No,No,Yes,No,Yes,Yes
CUST-06209,21,51.8,1111.63,Two year,No,Mailed check,0,No,No,Yes,Yes,No,No
CUST-06210,47,100.53,4717.77,One year,DSL,Credit card,0,Yes,No,No,No,Yes,No
CUST-06211,5,58.57,237.54,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No,No,Yes
CUST-06212,49,59.74,2928.7,Month-to-month,Fiber optic,Credit card,0,No,No,No,No,No,Yes
CUST-06213,42,60.67,2376.07,Two year,DSL,Bank transfer,0,No,No,No,No,No,No
CUST-06214,24,68.38,1711.89,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,No,Yes,No
CUST-06215,52,30.66,1594.93,Two year,DSL,Bank transfer,0,Yes,No,Yes,Yes,No,No
CUST-06216,47,56.52,2692.94,Month-to-month,Fiber optic,Electronic check,1,No,No,No,No,Yes,Yes
CUST-06217,32,75.76,2432.07,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,No,No,Yes
CUST-06218,14,75.58,898.21,One year,Fiber optic,Credit card,0,No,No,No,No,Yes,No
CUST-06219,2,98.95,154.56,Two year,No,Mailed check,0,Yes,Yes,No,No,Yes,Yes
CUST-06220,68,115.98,8025.3,Two year,Fiber optic,Electronic check,0,Yes,Yes,No,No,Yes,No
CUST-06221,21,107.81,2324.93,Month-to-month,Fiber optic,Mailed check,1,No,No,No,Yes,No,Yes
CUST-06222,22,92.87,2023.44,Month-to-month,DSL,Electronic check,1,No,No,No,No,Yes,Yes
CUST-06223,50,66.28,3396.97,One year,No,Mailed check,0,No,No,No,No,Yes,No
CUST-06224,19,54.42,1137.14,Two year,DSL,Bank transfer,0,Yes,No,No,No,Yes,Yes
CUST-06225,28,70.45,2112.71,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,No,Yes,No
CUST-06226,52,84.64,4482.15,One year,DSL,Mailed check,0,Yes,No,Yes,No,Yes,No
CUST-06227,43,90.55,4042.76,Month-to-month,DSL,Bank transfer,0,No,No,No,No,Yes,No
CUST-06228,48,85.58,4115.0,One year,DSL,Credit card,1,No,No,Yes,No,Yes,No
CUST-06229,1,66.97,161.72,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,No,No,No
CUST-06230,33,89.67,2859.72,Two year,No,Bank transfer,0,Yes,No,No,No,Yes,No
CUST-06231,35,101.52,3633.64,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,Yes
CUST-06232,46,92.0,4253.58,One year,Fiber optic,Electronic check,1,Yes,No,No,No,Yes,Yes
CUST-06233,11,69.2,823.41,One year,DSL,Electronic check,1,No,No,No,No,Yes,Yes
CUST-06234,12,49.15,716.5,Month-to-month,No,Bank transfer,1,No,Yes,No,No,Yes,Yes
CUST-06235,55,48.56,2581.43,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,No,No,No
CUST-06236,49,52.97,2741.89,One year,No,Credit card,0,Yes,No,No,No,Yes,No
